,gene_ids,feature_types,genome,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
TRAV25,ENSG00000211806,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV26-1,ENSG00000211807,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV8-7,ENSG00000211808,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV27,ENSG00000211809,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV28,ENSG00000258835,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV29DV5,ENSG00000211810,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV30,ENSG00000259092,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV31,ENSG00000249048,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV32,ENSG00000258905,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV33,ENSG00000258812,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC244502.1,ENSG00000251002,Gene Expression,GRCh38,False,False,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887
TRAV26-2,ENSG00000211812,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
TRAV34,ENSG00000211813,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV35,ENSG00000211814,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV36DV7,ENSG00000211815,Gene Expression,GRCh38,False,False,False,7,0.0014022436,0.0014012614,99.85977564102564,7.0,2.0794415
TRAV37,ENSG00000259068,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV38-1,ENSG00000211816,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV38-2DV8,ENSG00000211817,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV39,ENSG00000211818,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAV40,ENSG00000211819,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
TRAV41,ENSG00000211820,Gene Expression,GRCh38,False,False,False,2,0.00060096156,0.00060078106,99.9599358974359,3.0,1.3862944
AC244502.3,ENSG00000259042,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDV2,ENSG00000211821,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDD1,ENSG00000223997,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDD2,ENSG00000237235,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDD3,ENSG00000228985,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDJ1,ENSG00000211825,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDJ4,ENSG00000211826,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDJ2,ENSG00000211827,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDJ3,ENSG00000211828,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRDC,ENSG00000211829,Gene Expression,GRCh38,False,False,False,109,0.024238782,0.023949685,97.81650641025641,121.0,4.804021
TRDV3,ENSG00000256590,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ61,ENSG00000211831,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ60,ENSG00000249446,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ59,ENSG00000211832,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ58,ENSG00000211833,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ57,ENSG00000211834,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ56,ENSG00000211835,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ55,ENSG00000250688,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ54,ENSG00000211836,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ53,ENSG00000211837,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ52,ENSG00000211838,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ51,ENSG00000248366,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ50,ENSG00000211839,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ49,ENSG00000211840,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ48,ENSG00000211841,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ47,ENSG00000211842,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ46,ENSG00000211843,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ45,ENSG00000211844,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
TRAJ44,ENSG00000211845,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ43,ENSG00000211846,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ42,ENSG00000211847,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ41,ENSG00000211848,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ40,ENSG00000211849,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ39,ENSG00000211850,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ38,ENSG00000211851,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ37,ENSG00000278661,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ36,ENSG00000276699,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ35,ENSG00000211854,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ34,ENSG00000211855,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ33,ENSG00000211856,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ32,ENSG00000211857,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ31,ENSG00000211858,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ30,ENSG00000211859,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ29,ENSG00000211860,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ28,ENSG00000211861,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ27,ENSG00000211862,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ26,ENSG00000211863,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ25,ENSG00000211864,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ24,ENSG00000211865,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ23,ENSG00000211866,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ22,ENSG00000211867,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ21,ENSG00000211868,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ20,ENSG00000211869,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ19,ENSG00000211870,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ18,ENSG00000211871,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ17,ENSG00000211872,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ16,ENSG00000211873,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ14,ENSG00000211875,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ13,ENSG00000211876,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ12,ENSG00000211877,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ11,ENSG00000211878,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ10,ENSG00000211879,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ9,ENSG00000211880,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ8,ENSG00000211881,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ7,ENSG00000211882,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ6,ENSG00000211883,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ5,ENSG00000211884,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ4,ENSG00000211885,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ3,ENSG00000211886,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ2,ENSG00000211887,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAJ1,ENSG00000211888,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRAC,ENSG00000277734,Gene Expression,GRCh38,False,False,False,1473,0.51382214,0.41463768,70.49278846153845,2565.0,7.8501034
LINC02332,ENSG00000259054,Gene Expression,GRCh38,False,False,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503
AC243965.1,ENSG00000259003,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
DAD1,ENSG00000129562,Gene Expression,GRCh38,False,False,False,3717,2.1760817,1.1556482,25.540865384615387,10863.0,9.29321
AC243965.2,ENSG00000275552,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ABHD4,ENSG00000100439,Gene Expression,GRCh38,False,False,False,820,0.18930289,0.17336734,83.57371794871796,945.0,6.8522425
OR6J1,ENSG00000255804,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AL160314.2,ENSG00000258458,Gene Expression,GRCh38,False,False,False,42,0.008814103,0.008775486,99.15865384615384,44.0,3.8066626
OXA1L,ENSG00000155463,Gene Expression,GRCh38,False,False,False,2654,0.96053684,0.6732183,46.83493589743589,4795.0,8.475537
SLC7A7,ENSG00000155465,Gene Expression,GRCh38,False,False,False,674,0.1552484,0.14431539,86.49839743589743,775.0,6.6541524
MRPL52,ENSG00000172590,Gene Expression,GRCh38,False,False,False,3901,2.1616588,1.1510968,21.854967948717952,10791.0,9.28656
MMP14,ENSG00000157227,Gene Expression,GRCh38,False,False,False,1666,0.51502407,0.41543132,66.62660256410257,2571.0,7.852439
LRP10,ENSG00000197324,Gene Expression,GRCh38,False,False,False,3608,1.682492,0.9867462,27.724358974358974,8399.0,9.035987
REM2,ENSG00000139890,Gene Expression,GRCh38,False,False,False,78,0.01582532,0.015701406,98.4375,79.0,4.3820267
RBM23,ENSG00000100461,Gene Expression,GRCh38,False,False,False,2262,0.68790066,0.52348554,54.6875,3434.0,8.141772
PRMT5-AS1,ENSG00000237054,Gene Expression,GRCh38,False,False,False,6,0.0012019231,0.0012012013,99.8798076923077,6.0,1.9459101
PRMT5,ENSG00000100462,Gene Expression,GRCh38,False,False,False,2101,0.6574519,0.50528145,57.91266025641026,3282.0,8.096513
AL132780.1,ENSG00000257285,Gene Expression,GRCh38,False,False,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718
HAUS4,ENSG00000092036,Gene Expression,GRCh38,False,False,False,1225,0.30488783,0.2661171,75.46073717948718,1522.0,7.3284373
AJUBA,ENSG00000129474,Gene Expression,GRCh38,False,False,False,254,0.05528846,0.05381415,94.91185897435898,276.0,5.6240177
AL132780.2,ENSG00000258457,Gene Expression,GRCh38,False,False,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225
C14orf93,ENSG00000100802,Gene Expression,GRCh38,False,False,False,351,0.07411859,0.07150041,92.96875,370.0,5.916202
PSMB5,ENSG00000100804,Gene Expression,GRCh38,False,False,False,3463,1.7538061,1.012984,30.62900641025641,8755.0,9.077495
PSMB11,ENSG00000222028,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CDH24,ENSG00000139880,Gene Expression,GRCh38,False,False,False,245,0.050080128,0.048866473,95.09214743589743,250.0,5.525453
ACIN1,ENSG00000100813,Gene Expression,GRCh38,False,False,False,1835,0.49879807,0.4046635,63.241185897435905,2490.0,7.8204393
C14orf119,ENSG00000179933,Gene Expression,GRCh38,False,False,False,2087,0.6380208,0.4934887,58.19310897435898,3185.0,8.066522
LMLN2,ENSG00000283654,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CEBPE,ENSG00000092067,Gene Expression,GRCh38,False,False,False,19,0.0038060897,0.003798865,99.61939102564102,19.0,2.9957323
SLC7A8,ENSG00000092068,Gene Expression,GRCh38,False,False,False,1477,0.42407852,0.35352495,70.41266025641026,2117.0,7.6582274
RNF212B,ENSG00000215277,Gene Expression,GRCh38,False,False,False,8,0.0016025641,0.0016012813,99.83974358974359,8.0,2.1972246
HOMEZ,ENSG00000215271,Gene Expression,GRCh38,False,False,False,711,0.16205929,0.15019368,85.75721153846155,809.0,6.6970344
PPP1R3E,ENSG00000235194,Gene Expression,GRCh38,False,False,False,532,0.1171875,0.11081436,89.34294871794873,585.0,6.3733196
BCL2L2,ENSG00000129473,Gene Expression,GRCh38,False,False,False,996,0.25,0.22314355,80.04807692307692,1248.0,7.1300983
BCL2L2-PABPN1,ENSG00000258643,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PABPN1,ENSG00000100836,Gene Expression,GRCh38,False,False,False,2368,0.7696314,0.5707713,52.56410256410257,3842.0,8.254008
SLC22A17,ENSG00000092096,Gene Expression,GRCh38,False,False,False,613,0.13842148,0.12964264,87.72035256410257,691.0,6.539586
EFS,ENSG00000100842,Gene Expression,GRCh38,False,False,False,1350,0.35997596,0.307467,72.95673076923077,1797.0,7.49443
AL049829.2,ENSG00000259018,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
IL25,ENSG00000166090,Gene Expression,GRCh38,False,False,False,8,0.0016025641,0.0016012813,99.83974358974359,8.0,2.1972246
CMTM5,ENSG00000166091,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
MYH6,ENSG00000197616,Gene Expression,GRCh38,False,False,False,8,0.0016025641,0.0016012813,99.83974358974359,8.0,2.1972246
MYH7,ENSG00000092054,Gene Expression,GRCh38,False,False,False,2,0.00060096156,0.00060078106,99.9599358974359,3.0,1.3862944
AL132855.1,ENSG00000258444,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NGDN,ENSG00000129460,Gene Expression,GRCh38,False,False,False,1293,0.32972756,0.28497407,74.0985576923077,1646.0,7.4067106
ZFHX2-AS1,ENSG00000157306,Gene Expression,GRCh38,False,False,False,107,0.022035256,0.021795988,97.85657051282051,110.0,4.7095304
ZFHX2,ENSG00000136367,Gene Expression,GRCh38,False,False,False,142,0.028846154,0.028437935,97.15544871794873,144.0,4.9767337
AL135999.2,ENSG00000273618,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
THTPA,ENSG00000259431,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AP1G2,ENSG00000213983,Gene Expression,GRCh38,False,False,False,2470,0.8651843,0.62335986,50.52083333333333,4319.0,8.371011
AL135999.1,ENSG00000258727,Gene Expression,GRCh38,False,False,False,193,0.03966346,0.038897064,96.1338141025641,198.0,5.293305
JPH4,ENSG00000092051,Gene Expression,GRCh38,False,False,False,19,0.0040064105,0.003998406,99.61939102564102,20.0,3.0445225
AL135999.3,ENSG00000274002,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
DHRS2,ENSG00000100867,Gene Expression,GRCh38,False,False,False,139,0.033253204,0.032712277,97.21554487179486,166.0,5.117994
AL160237.1,ENSG00000258464,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AL136419.2,ENSG00000285727,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC00596,ENSG00000259334,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
DHRS4-AS1,ENSG00000215256,Gene Expression,GRCh38,False,False,False,925,0.23157051,0.20829019,81.47035256410257,1156.0,7.0535855
DHRS4,ENSG00000157326,Gene Expression,GRCh38,False,False,False,458,0.101362176,0.09654775,90.82532051282051,506.0,6.228511
DHRS4L2,ENSG00000187630,Gene Expression,GRCh38,False,False,False,1493,0.40264422,0.33835918,70.09214743589743,2010.0,7.6063876
AL136419.3,ENSG00000286931,Gene Expression,GRCh38,False,False,False,13,0.0028044872,0.002800562,99.73958333333334,14.0,2.7080503
CARMIL3,ENSG00000186648,Gene Expression,GRCh38,False,False,False,65,0.013421474,0.013332204,98.69791666666666,67.0,4.2195077
CPNE6,ENSG00000100884,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
NRL,ENSG00000129535,Gene Expression,GRCh38,False,False,False,149,0.03165064,0.031160083,97.01522435897436,158.0,5.0689044
PCK2,ENSG00000100889,Gene Expression,GRCh38,False,False,False,2009,0.60697114,0.47435114,59.75560897435898,3030.0,8.016648
DCAF11,ENSG00000100897,Gene Expression,GRCh38,False,False,False,2364,0.7401843,0.553991,52.644230769230774,3695.0,8.215007
FITM1,ENSG00000139914,Gene Expression,GRCh38,False,False,False,40,0.008012821,0.007980889,99.19871794871796,40.0,3.713572
PSME1,ENSG00000092010,Gene Expression,GRCh38,False,False,False,4429,4.401242,1.6866289,11.278044871794869,21971.0,9.997524
EMC9,ENSG00000100908,Gene Expression,GRCh38,False,False,False,1497,0.40464744,0.33978635,70.01201923076923,2020.0,7.6113477
AL136295.2,ENSG00000259321,Gene Expression,GRCh38,False,False,False,149,0.030649038,0.030188737,97.01522435897436,153.0,5.0369525
PSME2,ENSG00000100911,Gene Expression,GRCh38,False,False,False,4216,3.2177484,1.4393015,15.544871794871796,16063.0,9.684336
RNF31,ENSG00000092098,Gene Expression,GRCh38,False,False,False,1715,0.4627404,0.38031167,65.64503205128204,2310.0,7.7454357
IRF9,ENSG00000213928,Gene Expression,GRCh38,False,False,False,3398,1.6338141,0.968433,31.931089743589748,8156.0,9.006632
REC8,ENSG00000100918,Gene Expression,GRCh38,False,False,False,569,0.12680289,0.119384326,88.60176282051282,633.0,6.452049
IPO4,ENSG00000196497,Gene Expression,GRCh38,False,False,False,1849,0.52103364,0.41939014,62.96073717948718,2601.0,7.8640356
AL136295.17,ENSG00000287765,Gene Expression,GRCh38,False,False,False,24,0.0048076925,0.0047961725,99.51923076923077,24.0,3.218876
TM9SF1,ENSG00000100926,Gene Expression,GRCh38,False,False,False,1986,0.6207933,0.4829157,60.21634615384615,3099.0,8.039157
AL136295.6,ENSG00000276698,Gene Expression,GRCh38,False,False,False,82,0.017027244,0.016883906,98.3573717948718,85.0,4.454347
AL136295.7,ENSG00000278784,Gene Expression,GRCh38,False,False,False,71,0.014423077,0.014320054,98.57772435897436,72.0,4.2904596
TSSK4,ENSG00000139908,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
CHMP4A,ENSG00000254505,Gene Expression,GRCh38,False,False,False,1153,0.28425482,0.25017864,76.90304487179486,1419.0,7.2584124
MDP1,ENSG00000213920,Gene Expression,GRCh38,False,False,False,904,0.21274039,0.19288258,81.89102564102564,1062.0,6.9688506
NEDD8,ENSG00000129559,Gene Expression,GRCh38,False,False,False,4081,3.0558894,1.40017,18.249198717948723,15255.0,9.632729
GMPR2,ENSG00000100938,Gene Expression,GRCh38,False,False,False,1722,0.49238783,0.40037742,65.5048076923077,2458.0,7.80751
TINF2,ENSG00000092330,Gene Expression,GRCh38,False,False,False,1200,0.29166666,0.25593337,75.96153846153845,1456.0,7.284135
TGM1,ENSG00000092295,Gene Expression,GRCh38,False,False,False,60,0.012219551,0.012145495,98.79807692307693,61.0,4.1271343
RABGGTA,ENSG00000100949,Gene Expression,GRCh38,False,False,False,1433,0.36678687,0.31246263,71.29407051282051,1831.0,7.5131636
AL096870.8,ENSG00000288044,Gene Expression,GRCh38,False,False,False,719,0.16085736,0.14915884,85.59695512820514,803.0,6.689599
AL096870.6,ENSG00000286825,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
DHRS1,ENSG00000157379,Gene Expression,GRCh38,False,False,False,826,0.19170673,0.1753865,83.45352564102564,957.0,6.8648477
NOP9,ENSG00000196943,Gene Expression,GRCh38,False,False,False,612,0.13361378,0.12541057,87.74038461538461,667.0,6.504288
CIDEB,ENSG00000136305,Gene Expression,GRCh38,False,False,False,137,0.028846154,0.028437935,97.25560897435898,144.0,4.9767337
LTB4R2,ENSG00000213906,Gene Expression,GRCh38,False,False,False,52,0.010817308,0.0107592195,98.95833333333334,54.0,4.0073333
LTB4R,ENSG00000213903,Gene Expression,GRCh38,False,False,False,1039,0.2676282,0.23714758,79.18669871794873,1336.0,7.1981835
ADCY4,ENSG00000129467,Gene Expression,GRCh38,False,False,False,341,0.077123396,0.07429396,93.16907051282051,385.0,5.9558372
RIPK3,ENSG00000129465,Gene Expression,GRCh38,False,False,False,249,0.052483976,0.05115306,95.01201923076923,262.0,5.572154
NFATC4,ENSG00000100968,Gene Expression,GRCh38,False,False,False,3547,1.7756411,1.0208818,28.94631410256411,8864.0,9.089867
NYNRIN,ENSG00000205978,Gene Expression,GRCh38,False,False,False,149,0.030849358,0.030383082,97.01522435897436,154.0,5.043425
CBLN3,ENSG00000139899,Gene Expression,GRCh38,False,False,False,110,0.0234375,0.023167059,97.79647435897436,117.0,4.7706847
KHNYN,ENSG00000100441,Gene Expression,GRCh38,False,False,False,1488,0.38842148,0.32816747,70.1923076923077,1939.0,7.570443
SDR39U1,ENSG00000100445,Gene Expression,GRCh38,False,False,False,1719,0.4677484,0.38372952,65.56490384615384,2335.0,7.7561955
AL132800.1,ENSG00000258744,Gene Expression,GRCh38,False,False,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887
CMA1,ENSG00000092009,Gene Expression,GRCh38,False,False,False,35,0.0078125,0.0077821403,99.2988782051282,39.0,3.6888795
CTSG,ENSG00000100448,Gene Expression,GRCh38,False,False,False,192,0.048277244,0.047148097,96.15384615384616,241.0,5.488938
